Source_Row_Index,ID,Selected_Cluster,Alternative_K3_Cluster,PC1,PC2
203,1030,1,1,-2.120580668583322,-0.11248806582190796
204,624,1,1,-1.3414579014542967,-2.634885235327344
205,5176,1,1,-2.464168301461347,-2.034812503638417
206,5552,1,0,-0.5581544180798891,0.9133651184736263
207,868,1,1,-1.5210455146544128,0.27555568214146436
208,380,0,0,0.7965695045171268,2.9996967911908445
209,2677,1,0,-0.21651266480155343,0.4624118210378941
210,6521,0,2,3.3033412668552713,-0.8063688020948403
211,6927,1,0,-1.36098117391388,3.3625720461078266
212,2877,1,0,-1.0043224460859563,3.3909662268665133
213,0,0,2,2.7649939473866847,-2.572721574684052
214,1584,1,0,-0.9251920285732038,1.0010797468047006
215,7264,1,1,-3.0287373477161728,0.038861729208338254
216,6274,0,2,3.2968687915767068,0.5793224204118229
217,1377,1,0,-0.5532176419119148,1.4550143680529168
218,454,0,0,0.9191884472746025,1.798684830707609
219,1755,1,1,-0.3136222558256351,-2.2125398400120133
220,2075,0,2,3.164802794999454,-2.1771510554505586
221,4785,0,0,1.0345782475798788,1.135706673203127
222,9076,1,0,-1.4145145249011237,1.7959731127216176
223,7079,0,0,1.2391487918348647,2.533929130344858
224,4653,1,0,-1.177566688160592,1.5330373963148622
225,7375,1,0,-0.40869487331698406,1.5479727039957072
226,709,0,0,0.6509912734592957,1.6041148472939282
227,460,0,2,3.0168541400201483,-1.296389232120595
228,3726,1,1,-2.5442694702075546,-2.678817115295214
229,6798,1,0,-0.9997169921781532,2.0628937376545613
230,5341,0,0,0.9262498393069882,1.632853645887122
231,1606,1,1,-2.421094770102835,-1.854378293740139
232,9617,1,1,-1.9372417717494501,-2.976171643917987
233,3233,0,2,1.8507497833313977,0.5914025612953288
234,89,1,1,-2.192800909078364,-1.5123088684333796
235,2936,1,1,-2.48588188983583,-0.6783113352786144
236,9449,0,0,1.447094551946452,0.639119985682789
237,7297,1,1,-3.0879905396365768,-0.6705894005557909
238,313,0,2,2.5740349758283063,-0.7460032338004589
239,9940,0,0,1.4469321359236873,0.5716619977053875
240,10735,1,1,-2.88963337405131,-0.3797059174275964
241,9529,0,2,3.1312973357149625,-1.8126534174864053
242,6439,0,0,0.69737256869144,3.323758505425386
243,7411,1,1,-2.512295520650144,-0.494882688556673
244,2176,0,0,1.0941530133084285,1.5245855211753332
245,9265,0,0,1.2721446516437278,2.215831116207875
246,8867,0,2,3.1723228535841383,-1.3393627005666007
247,8932,0,0,1.1071950477712986,2.3039623940028657
248,10236,1,1,-2.159117413224215,-1.0405146167133326
249,6340,1,1,-2.441181502636731,-1.9384632509103756
250,10089,0,2,3.239676800629973,-1.6366680765632293
251,2227,1,1,-0.5646090054501346,-0.6346080966927832
252,10992,0,0,1.0181081325954255,1.8219224549555773
253,5304,1,1,-2.0213110779457124,-0.19019800423906782
254,309,0,0,0.6249675610637357,2.7559058299950507
255,3406,0,0,0.4749316840173629,0.29572072760025897
256,2661,1,1,-2.8651110840464984,0.5735829128541077
257,3153,1,1,-3.039677243940644,0.5073911189148016
258,10264,1,1,-2.324975850336628,-1.9466727781322757
259,1184,0,0,0.3562801702249711,2.1016715307503353
260,4200,1,0,-0.430413377078713,0.4888114609841919
261,9396,1,1,-2.590227165738339,-1.067995850242167
262,2387,1,0,-0.8824868764645051,2.6148450105491103
263,6690,1,0,-1.7317996040963952,1.0858020067574758
264,1225,0,2,3.429161277052779,-2.007724327854802
265,9703,1,0,-1.18263163292074,1.255481834423697
266,291,0,2,2.411838134282013,-1.8254762887814202
267,4557,1,1,-1.2159630624304858,-1.2337776630558168
268,2379,0,2,1.8339111751356731,0.37919616753761465
269,5726,1,1,-1.847744327643277,-1.0721763059216665
270,3066,0,0,0.05920790219945766,0.7802468124799917
271,6336,1,1,-2.3629975155926735,-0.03228482749827985
272,10967,1,1,-1.9804018057948267,0.024081046885613477
273,2304,0,0,1.2357225621164574,1.5520488465659803
274,3445,0,2,1.4549913081141133,0.14196485650063484
275,7828,0,2,2.405115678385455,-3.048652592224938
276,3762,0,2,2.9141873580213686,-2.847774346073876
277,4391,0,0,0.7658193352224205,1.5213220291356742
278,4669,1,1,-2.454770573754407,-0.2735604432127913
279,10144,1,0,-0.40869487331698406,1.5479727039957072
280,8652,1,0,-0.25563022251074713,0.4928399943933152
281,1672,0,2,0.9358340723361115,-0.8052185896199884
282,8962,1,1,-2.1074543549520994,0.3621594723566219
283,9974,1,1,-1.6161464632161333,-0.9195494398290466
284,10983,0,2,2.0734105559592684,-0.2648165613995395
285,8148,0,0,0.020610824526306384,2.3053080642389556
286,10102,0,2,3.3185680467356584,-1.5190773898645387
287,4697,1,0,-0.35732972974562077,1.689674249218306
288,9262,1,1,-1.8625858460363767,-1.4043061762703293
289,7254,1,1,-1.081973642819195,-0.4267619171769847
290,4543,0,2,2.8225633614585903,-1.0845115357959187
291,4927,1,1,-3.3044387907043475,-0.27617861871754323
292,10451,1,1,-2.443940528959172,-1.2051870735047856
293,2926,0,0,1.393226936679701,2.5434885652986625
294,2874,1,1,-2.312442344552327,-1.823866633477613
295,9738,1,1,-1.8664955591655448,0.3799198130128859
296,7119,0,2,2.4548359517511935,-1.7246646988015304
297,3924,0,0,0.744040632088893,2.531248543257946
298,5827,1,0,-1.5986185357397469,1.1729552434327737
299,5596,0,0,0.6403507227715796,1.4092909467301564
300,10812,1,1,-0.34202258330847873,-1.9222642049089305
301,1717,1,1,-1.1975427302293922,-0.2589298007906601
302,9491,1,1,-1.9425578855281003,-0.8801435443489373
303,9274,0,2,2.7844447407088904,0.03860089627248345
304,6609,1,1,-1.9120119935334665,-1.1527872289414958
305,6963,0,2,3.467665167999199,-1.0324123173120467
306,4440,0,0,0.49013378346996184,2.193090223038225
307,1379,0,0,0.22413966193673848,-0.5706512502141172
308,10032,1,1,-2.517220972077769,-0.9976461780366008
309,2826,1,1,-3.2024808974800254,1.0164613048577702
310,2437,0,2,2.0059692856413984,-0.8467201493087603
311,6320,0,2,2.539986865292586,-0.7198815752060754
312,3050,1,0,-0.5670874080560271,2.1471498702504097
313,231,1,1,-2.2731368664714604,0.7416925246982469
314,2392,1,1,-2.1999186072309103,0.7225473497193209
315,9478,0,2,0.8560991754952649,-0.8190031455955069
316,113,1,1,-2.26062208070217,-0.21552469603450647
317,2863,0,0,-0.15684699484400738,2.3943446598940827
318,1802,0,0,1.5195105255506351,0.559685570523959
319,520,1,1,-2.4877599310527745,-1.712771624984081
320,8275,1,1,-2.4973714505995943,0.43461403872636
321,9750,0,0,0.4693173556116401,2.388706297633362
322,2607,0,0,-0.2105217844758839,2.704616782497116
323,7214,0,2,2.8881212693316747,-0.016869654479933577
324,5835,1,1,-2.584106109957296,-1.0384832821768062
325,3896,1,1,-2.22727400263894,-1.3023850327545947
326,10350,1,1,-1.7553649789646413,1.2618317766087186
327,7786,1,1,-1.4294830727712677,-0.0690457858349685
328,2861,1,1,-2.8923420750862703,-1.433404414624046
329,663,1,1,-0.44578204993857135,-1.7889192668541283
330,10675,0,0,0.9505629891983852,2.238508772824235
331,2521,1,1,-1.2004223960796787,-0.9972781590112345
332,9592,1,1,-2.793778269014143,-0.8674677195658376
333,10151,0,2,1.473231761717014,0.07976805044752702
334,7381,0,0,1.714051274729547,0.7956394659601734
335,4099,1,1,-2.158580171995331,-1.5037884875417031
336,9560,0,2,2.683747811836407,-0.2044408155854477
337,10172,0,2,2.4869666426396506,-2.060827671240406
338,11191,1,1,-0.4892423105034785,-1.8679683076292648
339,9707,0,0,0.44252527664221303,2.435718430639085
340,6245,0,0,1.7227076351901267,1.1289341047229833
341,8234,1,1,-2.8237889321294953,-2.2902974863004575
342,1411,0,2,3.8953542452041456,-1.4704370458524347
343,8553,1,1,-1.980322293090024,0.49634658900155176
344,1826,0,2,2.703451206752645,-2.2315502529955804
345,8842,1,1,-2.691136700837378,0.21447674765040456
346,11030,1,1,-2.4709059483419016,-0.9762770356320325
347,2579,0,0,1.8757726231546032,1.1485862168028385
348,175,0,0,1.301856902958205,0.3061949301213659
349,9185,0,2,2.544143443453213,-0.7176301780930853
350,11056,0,2,2.8627966562155107,-1.4133552481848288
351,9365,0,0,0.3758967637625646,2.87861470539654
352,6201,1,1,-2.4081234932942537,-0.08969350892001736
353,2061,1,0,-0.9958126894860222,0.8891443370327224
354,6184,0,2,2.7947285875019574,-1.8596089882279445
355,6142,0,2,2.1518578334695126,0.5801962344668987
356,4107,0,0,0.8507841936259514,1.5104851867014673
357,7274,0,2,3.354118903401109,-0.9731906903272195
358,9336,0,0,0.7147059556384892,1.5381064183366175
359,2958,1,1,-1.700933181899584,-0.3598883099806996
360,933,1,1,-2.590227165738339,-1.067995850242167
361,5837,1,0,-0.2867131945717625,1.9937717039289464
362,10704,0,0,0.6042714263330339,1.1163638338564204
363,5125,0,2,3.693991916196115,-1.9968400558295256
364,4432,1,1,-2.1952119766017075,-1.5106814306544134
365,5955,0,2,2.190829997001167,-0.4300088431922508
366,2928,0,0,0.8757332598002704,1.0959189202268411
367,5680,1,1,-2.107575104141698,-1.895510142296572
368,10313,1,0,-1.4379867407698426,2.4442971398478517
369,2557,1,1,-1.2242489389052311,-1.7538416746618861
370,1245,0,0,0.8417527319454746,1.9038514899894092
371,1519,1,1,-2.397868162169688,0.9488028261496056
372,10703,1,0,-1.230005983333752,1.2428462819180157
373,1726,1,1,-1.4273000790038184,-1.9914643423957628
374,4459,1,1,-2.3205406284723398,-2.057531501643118
375,1729,0,0,1.4868237749234277,1.5393066995660951
376,1517,1,1,-2.1014141048863593,-1.8275426886559687
377,2098,1,1,-2.847779509893268,-0.20776355542647887
378,9543,1,1,-2.67400048309772,-2.9786128467906487
379,6878,1,1,-0.5422640737124622,-0.2807074892979279
380,3310,1,0,-1.9626074069214454,1.461921167701091
381,2724,1,1,-0.6904354966492827,-1.8093891781754603
382,948,1,1,-1.7938133327781656,-1.5122589578009735
383,6720,0,0,-0.21251013067592803,1.8673026169239928
384,6202,0,0,1.9314845815962047,1.1842923183153733
385,2066,1,0,-0.7327995763181946,0.6936493434362099
386,9799,0,0,0.8641476896359926,1.756871061827191
387,8318,0,2,3.4889036979557306,-2.5309887531695034
388,5642,0,0,0.07029299568706884,-0.02107829832650892
389,2669,0,2,2.0665618458671857,-1.7718117788428327
390,455,0,0,0.17759768381332286,0.06134450138991317
391,7683,0,0,1.3611509434279911,1.1133920633995713
392,3428,0,2,3.0977567892571294,-1.2634662322981915
393,7414,1,0,-1.4185331556269922,1.404336097436385
394,6354,1,1,-2.2353062034863003,-1.9924240008272156
395,798,1,1,-2.7087287284033477,-2.184370923776076
396,8213,1,1,-1.9201841714863948,-0.563946025147481
397,2488,1,1,-1.555060976787727,0.26419413803284886
398,9999,0,0,1.5846628391936004,0.9587825991737612
399,7617,1,1,-0.935572039000409,0.1852610606672963
400,615,1,1,-0.6016052750420962,-0.4030490304530854
401,2552,1,0,-0.6957635483477643,4.36294401660323
402,194,1,1,-1.8789772049996807,-0.7888358241200376
403,3645,1,1,-2.105420730666125,-0.5937627174843721
404,8890,1,0,-0.6796936075938489,0.9879836536612635
405,5049,1,1,-2.406244552283162,-1.080109461025279
406,9973,1,0,-0.5525987615536295,2.486389163986833
407,7301,1,1,-2.7192725146527366,-0.5220764328572085
408,10882,0,0,0.741094750958408,0.6507303298216518
409,7030,0,0,1.7292730647623475,2.629474964024041
410,7422,1,0,-0.7685413694347042,0.3522107130582484
411,3523,0,2,1.7867632241033677,0.5735875748337358
412,7106,0,2,3.467931732531182,-1.5891290032153977
413,6504,1,1,-1.9183217456150914,-0.9606511864817969
414,5067,0,2,2.4014431018327156,-0.6911322108698454
415,4216,0,2,2.746520499434373,0.22657805975899395
416,8581,1,0,-0.6943162968934093,3.755278624900923
417,5929,1,1,-1.9587206634856236,-1.0217913622293116
418,3129,1,1,-2.302092350148833,-1.9802615377093489
419,6528,1,1,-3.5076956305605367,-2.290156936546241
420,1361,0,2,2.8661409779042173,-0.06958039770662794
421,6932,0,2,4.044454755764512,-0.3220151349437637
422,7284,1,1,-2.7685568448301674,0.05893239718043544
423,1340,0,2,3.402445083133428,-2.173901651011434
424,8746,0,2,1.4982354782587066,-0.03447013577624938
425,5987,1,1,-2.9418262553332997,-2.754144478447334
426,3767,0,2,1.5763783145137582,0.2392267331731101
427,3725,0,2,2.5166731233262043,0.1871064795362575
428,4324,1,0,-0.7280418045837918,0.868014856036189
429,238,0,0,0.34178830814732525,3.3239605898405307
430,6694,0,2,1.531119780832832,-0.11356301179465854
431,498,1,1,-1.5315298645757633,-1.3945954709413444
432,9347,1,1,-1.237332889891609,-0.02957974559364843
433,9699,0,0,0.8764936858666521,0.5089205540473749
434,10664,1,0,-0.3985211235327278,2.9588202846124445
435,5455,1,0,-1.1335592105872343,1.0407460450810055
436,456,1,1,-3.907081961398995,-1.4579812478834024
437,5012,1,1,-2.4194958931048456,-2.4284937193862506
438,7495,0,0,0.06578934515668163,0.23045711637417415
439,5029,1,1,-1.988025311655874,-2.342727208828652
440,10642,1,1,-2.3205406284723398,-2.057531501643118
441,2106,1,1,-2.5200308223593892,-2.3253162189280787
442,10364,1,1,-2.7198517226209478,-1.6086932202627355
443,5954,1,1,-1.3359855852755853,0.16323642681545183
444,1137,0,2,3.1678849841310295,-1.6859799081567617
445,2541,1,1,-2.6262608781786287,-0.5853093398827588
446,1142,0,0,0.9455848351336231,0.2579496680814415
447,2276,0,2,2.019132610758407,0.7082161012402246
448,2807,0,0,1.3060702745511636,1.7838156573199528
449,6471,1,1,-1.324160488353923,-1.9872250120516488
450,6131,0,0,0.40508161514952595,-0.10506422983265032
451,6233,0,0,0.982529147497982,0.995435152292099
452,4148,1,0,-1.6647908712942705,2.2395466603310394
453,4947,0,2,2.8248632759880303,-0.8574699830237404
454,3225,1,0,-0.8043089339133562,0.4239222860735905
455,7540,0,2,0.7170644907337925,-0.39580043770813605
456,10648,0,2,2.4921119205896085,-1.279915456961458
457,1992,0,0,0.5825670175323779,0.7847749526323131
458,7851,0,2,3.277433776087793,-1.4757994188544443
459,8594,1,0,-0.7368895424213965,1.6399415539685112
460,7059,0,2,3.429161277052779,-2.007724327854802
461,2815,1,1,-2.0149114884160375,-0.7847768629528145
462,2416,0,2,3.6141786571446404,-1.4121984920168666
463,7999,0,2,3.022239345012306,0.3235654573560037
464,9213,1,1,-2.677089394332454,-1.5144546247499215
465,9697,0,0,-0.025864478535813196,1.946835037742517
466,3916,0,0,0.5153644974094933,1.733630615461829
467,2021,0,2,1.9758890395688289,0.593806256641563
468,1581,1,1,-2.537906724495612,-2.4789367305891328
469,564,0,0,0.8314929101990837,2.578622674691083
470,6619,1,1,-2.3022855325744764,-0.3441180764201273
471,9081,1,1,-1.9002624505973302,-2.740256344358663
472,178,0,0,0.8849513445476425,1.7685935870196718
473,916,1,1,-1.8622353755685368,-0.24302270862264927
474,5512,0,0,0.10013639313163453,1.1176403737151195
475,8970,0,0,0.23931031635962047,2.0784819231334235
476,10581,1,0,-0.5422941114870037,2.1829437226408475
477,5300,1,1,-1.290079835700697,-1.0959418513443384
478,5154,1,1,-1.7785684942788256,-0.5548759417990992
479,8346,1,0,-1.217547440868409,1.3328283053342913
480,1676,1,0,-0.223447820773872,1.4063099006334472
481,9286,0,2,2.921799703247674,0.21253714745407842
482,2426,0,2,2.8820429974933335,0.11508624284689489
483,5172,0,0,1.25017403797126,0.7059748784069181
484,5562,0,0,0.4584886318403969,1.3688389598431154
485,3436,1,1,-2.875890814724575,-1.3107904543485513
486,3921,1,1,-0.49580360205585117,-1.4335148501117685
487,3403,0,2,1.9906544471221315,0.7319516592945614
488,22,1,0,-0.6714109280415661,0.9434908232434471
489,10965,0,2,2.3255590725854014,0.23555639901423955
490,9426,0,0,1.3715113052137422,1.8984277542147234
491,6605,0,0,1.2195012485872436,1.4092420520245217
492,3136,0,0,1.0315232343490608,0.4326324193113035
493,8737,1,1,-1.1124941776761188,-0.6266397529639903
494,11088,0,2,2.432873149681093,0.9384733704738577
495,716,0,2,2.2022900139152335,0.4524392401316729
496,466,0,2,2.3835080123513257,-0.304083057124762
497,9135,1,1,-1.701109316619884,-0.4428047527167905
498,10623,1,1,-1.4069632797514937,0.2162977827282408
499,8151,1,1,-1.493598178336361,-1.0136824887254772
500,5140,0,0,0.7421262015266101,1.3187760930474544
501,10160,1,1,-1.237332889891609,-0.02957974559364843
502,4945,0,0,1.4285074872972403,1.5442746092289363
503,10584,0,2,2.4411083151630044,-1.3686649838745224
504,6071,0,2,3.2232218322310886,-1.7099368920889182
505,3386,1,1,-0.5701192748055435,-2.5057492508930923
506,8939,0,0,0.5474883727708948,2.052658979568643
