Source_Row_Index,ID,Selected_Cluster,Alternative_K3_Cluster,PC1,PC2
0,5524,0,2,2.1716117510383617,0.7537942338569779
1,2174,1,1,-1.290825319167017,-0.27533775352504636
2,4141,0,0,1.3517983125299577,0.43293490504736204
3,6182,1,1,-2.081460917078548,-1.7018780169530077
4,5324,0,0,0.300249168131126,0.4847689896711448
5,7446,0,0,0.9049953988820313,1.4605064210045722
6,965,0,0,0.29348744801362875,1.0708554798819547
7,6177,1,1,-1.742048070554874,-0.031185352186331002
8,4855,1,1,-2.406244552283162,-1.080109461025279
9,5899,1,1,-6.096350215082871,1.6992577936783222
10,1994,1,1,-2.268394593272408,-1.7922200274668791
11,387,1,1,-3.131446771100691,-1.8910100697904522
12,2125,0,2,2.503674370783739,-1.9341015190763249
13,8180,1,0,-0.575649274476752,2.5385772123729606
14,2569,1,1,-2.3898057978784464,-2.9330962709139636
15,2114,0,2,2.706914684698442,1.3420105956704427
16,9736,1,1,-2.3766917574223014,1.245310776879529
17,4939,1,0,-0.25563022251074713,0.4928399943933152
18,6565,0,0,1.5643929249904327,1.756276363215794
19,2278,1,1,-1.3957589510784905,-1.0376503687077756
20,9360,1,1,-0.22796541785156707,-0.887412192142288
21,5376,0,2,2.4378633571730752,-3.276209933912915
22,1993,0,0,0.9149337743371484,2.2878770753047037
23,4047,0,0,0.799402257360927,1.6093143373891108
24,1409,1,0,-0.9077005271154803,3.139961246095131
25,7892,1,1,-1.4388534773349209,-1.73624338086497
26,2404,1,0,-1.2633354317704666,2.2884545308118067
27,5255,0,0,0.07328723093092156,0.18410050139390813
28,9422,1,1,-0.5593725136427354,-1.4970362782978046
29,1966,0,2,3.5001149204808004,-1.278318312646306
30,6864,1,1,-2.770947700965262,-2.184982925761347
31,3033,0,2,1.6384935046436677,-1.0887155466995397
32,5710,1,0,-0.6917896874480411,1.2756415316738325
33,7373,1,0,-0.8049148737013163,1.495283391763927
34,8755,0,2,2.1359523515647774,-0.3770491160443469
35,10738,1,1,-1.7032216357278478,0.5822392271738369
36,4339,0,0,1.9649377671421946,1.4026604463402566
37,10755,1,1,-2.122230993155718,-0.3676907077782875
38,8595,1,1,-0.7534946072892383,0.20562934845829772
39,2968,0,2,2.1421306705907917,0.9004793067814955
40,8601,0,2,1.6526552197004756,-0.037199331327810906
41,503,1,1,-2.483020053342022,-1.770115373428531
42,8430,1,1,-1.9806730269596615,-1.9269580997997806
43,7281,0,2,1.7561742009584584,-1.6945164506548362
44,2139,1,1,-3.4333462280201132,-1.647788987372459
45,1371,0,2,2.6977313103972347,-2.980871018770492
46,9909,1,1,-2.8956651155324544,-1.290321661607876
47,7286,1,1,-2.327475517464323,-0.5762359751212727
48,7244,1,1,-1.1469638676879743,0.6440126070994378
49,6566,0,0,0.2977124475049038,3.0519674015051685
50,8614,0,2,1.4091558017411734,-0.5053033196746936
51,4114,0,2,3.1655587671630148,-0.9178337460754753
52,1331,1,1,-2.067476536401413,-0.8384436082922468
53,2225,0,2,3.6345426015257982,-2.125568601768425
54,9381,0,0,0.37515331533727825,1.506791406262239
55,6260,0,2,3.993455652562736,-0.5022129647393117
56,10383,0,2,2.39160203733113,-1.3437010530828315
57,7437,1,1,-1.6428476698465881,-2.302903248347011
58,8557,1,1,-1.6246518325075645,-1.4343780626636524
59,8375,0,0,-0.10297343159098303,2.4780751504476637
60,6853,0,2,3.244980486788901,-1.6439871781162623
61,3076,0,0,0.6202588597702824,1.7158757622317826
62,1012,0,0,0.4263230400201216,2.3895634893298703
63,6518,0,0,1.0133398492613435,2.0795597247123934
64,4137,0,2,1.8770838689053775,-0.06416320743603388
65,8082,1,1,-1.7804193688189085,-1.8462385815175653
66,1386,1,1,-3.017585184300873,0.4187295994152908
67,9369,0,2,2.0424821016759944,0.38224780631440197
68,4477,0,2,1.029102886946854,0.026127425453780977
69,1357,0,0,0.9911915330486454,1.8305353504580262
70,1402,0,2,2.832315630123284,-0.04938575944907831
71,10629,1,1,-1.675925212761822,-0.0913677940793615
72,6312,0,0,0.6908575500072174,1.2002316561994202
73,8132,0,0,-0.3458421864464874,3.247005955384701
74,1050,1,1,-0.11898260310913296,-1.9565244355847715
75,5846,1,1,-2.2838237978627394,-2.3589289893958134
76,1859,0,2,2.3065752664683057,-0.6955733350065013
77,7503,0,2,2.970390014089418,-1.301519948563714
78,10401,1,1,-1.489560304043657,-3.7512812049334876
79,1618,0,0,0.25642756319669074,2.222351658685465
80,3332,1,1,-1.3561863194781871,-0.21360890737711846
81,2261,1,1,-2.74919206641985,-1.662775449564701
82,5346,1,1,-2.406934963626405,0.047616037520927135
83,4119,0,2,1.6384935046436677,-1.0887155466995397
84,535,0,2,3.564725204389872,-3.0384476153522293
85,5268,1,1,-2.2212832550653694,-0.42940942487736655
86,273,1,0,-1.543618701266974,2.364123448783021
87,4452,1,0,-0.4892924984164764,2.1937063758950073
88,8504,0,2,2.823773956131897,-1.8957626007072161
89,771,0,2,0.9014643711239159,-0.4745219912955448
90,8996,1,0,-1.0638238020416122,3.1015406512783823
91,9235,1,1,-2.267969107666297,-1.2784115154320872
92,5798,0,2,2.6353088092896573,-1.94981304498201
93,11178,1,1,-1.8108022740128429,-1.396560083001081
94,2230,1,1,-1.5590357251302116,-0.25110472508200526
95,7516,1,1,-2.302092350148833,-1.9802615377093489
96,7247,0,0,0.3746864703718408,2.940691684884189
97,11100,1,0,-2.0512297830202826,1.4991236466284843
98,4646,0,2,3.0994957199640694,-1.5028512761571768
99,3037,0,0,0.38526543874902974,-0.5010485868089535
100,1473,1,0,-1.7684497413217841,1.3420466640709339
101,1016,1,1,-1.8577852095119485,0.7700467134818928
102,4518,0,0,1.279045894135708,0.7243169913484373
103,9370,0,2,1.7527467836182702,0.4546333402756498
104,8908,0,2,4.3353735480003355,-2.832586011440339
105,8373,1,1,-2.374124402071213,-2.3610777536608647
106,7533,1,0,-1.1864301750933326,2.2712133550586366
107,2683,0,0,0.37680087158439207,1.0661541518813156
108,3629,1,1,-1.179698468257817,0.3495010456640246
109,10991,0,2,2.3050614084141987,0.2784446559150113
110,5077,0,2,1.9738688838623077,-0.503211825361766
111,7431,0,0,1.0951095931070811,0.8126790816159534
112,3267,0,0,-0.058631563626754736,2.0761048473856887
113,999,0,2,2.3882808529803,-0.22184445116498258
114,9215,0,0,0.08453894744640252,1.760855816300341
115,2286,1,0,-1.0687480559351599,0.8080827400549794
116,1592,0,2,3.6666829387513036,-2.5668538020280933
117,367,1,0,-1.3157490459306265,1.2358086861774122
118,5234,1,1,-1.3552709144508497,-1.1581210204071268
119,9862,1,1,-2.659509579877314,-1.236054734585998
120,9805,0,0,0.7022006561755081,1.4166656247799927
121,6205,1,1,-1.0452853736012535,-0.5986566707602772
122,8442,1,1,-3.198158840332059,-1.0749083406481161
123,7386,1,1,-2.011271602198411,-1.4820820516039626
124,7215,0,2,3.1461530835307716,-0.6345991151246759
125,1491,0,2,2.4299425418482667,-0.9999594173763294
126,11071,0,2,3.4057069424034823,-2.4712435573145677
127,3381,1,1,-1.4072461596972223,1.0385013602065323
128,8268,0,0,-0.20828002198989265,2.4384300383899307
129,11051,0,0,0.7966214791961447,2.1169427956666476
130,8026,0,0,0.6437203403810019,1.2563114499874966
131,433,1,0,-0.7014165240830676,4.066330586606958
132,9597,0,2,1.2777192413714225,-0.5733593955863989
133,1295,0,2,1.2531741943090795,-0.2540035590848732
134,5290,1,0,-1.308286055548545,2.81111207384625
135,1685,0,2,2.5386393872918593,-0.8166746606946064
136,5342,1,1,-3.6753249770696548,-1.5487719184663788
137,9579,1,0,-1.4632181732612322,1.036981965886406
138,7660,1,1,-1.6067819864962372,-0.8733357662653803
139,1461,1,1,-2.3561630934308706,0.1126656122475972
140,821,0,2,2.7863825197028986,-1.436146456227652
141,11084,0,0,1.25017403797126,0.7059748784069181
142,8690,0,2,3.3113213204773104,-1.6241821553557645
143,2937,0,0,0.9834300062703053,1.7477677270388563
144,9701,1,1,-0.933355529869538,0.007019022189779326
145,9949,0,0,0.09864095154050738,1.7223834833179947
146,10837,1,1,-2.2683697908399556,-1.6032978785685266
147,3120,1,1,-2.3830433993021134,-2.08080884628193
148,5885,1,0,-1.9626074069214454,1.461921167701091
149,4050,1,1,0.24063285040969093,-1.974060113958323
150,3830,0,0,1.059991225409108,0.6631372608951525
151,7987,0,0,-0.18905758018894464,2.3152832280834277
152,7798,1,0,-0.7759957374195918,1.9427443423752462
153,92,1,1,-2.092136432944591,-1.038091100898224
154,7055,0,0,1.3608033892381977,2.515310877962435
155,10240,0,0,1.8868416197669664,1.4219037912877717
156,3025,1,0,-0.48916849314619415,1.8519497786559158
157,9283,1,1,-1.8836969586388024,-1.7532515477520194
158,9970,0,2,0.4952027912553787,-2.180890527016025
159,2730,0,2,3.1107700416245603,-1.0671780368920003
160,2795,1,1,-3.383468479677981,-0.12001466091421942
161,9260,0,0,2.0183552705083914,2.236445152928412
162,8182,1,1,-2.1495682589627485,-0.3054645303405094
163,10095,0,2,2.4276976424060863,0.09763888634506374
164,8475,0,2,6.30993067673169,-2.563525145987652
165,4370,1,1,-2.179898876547545,0.056956736068046056
166,10573,0,2,2.137835785271662,-0.5552827911293825
167,3712,0,0,0.9279491844311153,0.3753601033066261
168,6637,0,2,2.471683923557877,-2.117122164092074
169,3152,1,1,-1.7005756531448917,-0.1765951088152511
170,5610,1,1,-2.538645079738775,-1.0422748903232475
171,6460,1,1,-2.5975327757275926,-0.4911037460743322
172,1349,1,1,-1.1251999460899342,0.454253261132584
173,1880,1,0,-0.9352257309690829,1.6285903456017006
174,641,1,1,0.042740002397856275,-0.38845842462676283
175,8717,0,0,1.9537234656254812,1.0331472609755359
176,10314,0,2,2.840484182614595,1.343778274422269
177,10854,1,1,-2.251370611641581,0.09949592432084206
178,10492,1,1,-1.8529056917769209,-3.2857819727243953
179,6935,0,2,3.0994957199640694,-1.5028512761571768
180,7698,1,0,-0.45113040069408805,0.5288310306264704
181,3559,1,1,-2.2764642985590293,-1.2976298769340742
182,10562,0,2,2.494289189417406,0.2758416110894092
183,10796,1,1,-1.2460484735029198,-0.6017330280907662
184,2563,1,1,-1.8812646431959825,-2.065786180585837
185,3518,1,1,-1.7384599474883455,-2.021422442014782
186,5823,1,1,-1.6996042606402841,0.3802461703992911
187,3934,0,0,0.24595173368578882,1.270394871933819
188,6982,0,2,3.3903102794005635,-1.0585938682442342
189,6431,1,1,-2.0020288990181387,0.8474887306669285
190,9733,1,1,-1.5694572850854855,-1.7620260120301954
191,5602,0,2,2.324093583730725,-1.1403769671822306
192,1324,1,1,-2.148093152802082,-0.38771999402249024
193,326,1,0,-0.8476966161239842,2.256254468848862
194,7224,1,1,-2.04956936513028,-1.002213837017879
195,6999,0,2,1.7374260612263461,0.08640713039834351
196,9938,0,2,3.2681718829045825,-1.431183311270488
197,6422,0,2,3.0127287654348427,-0.9133000564760636
198,3182,1,0,-1.547168752489236,1.3944443977642218
199,7300,0,0,0.2272500091549875,1.9828039919271154
200,10424,0,2,2.888216275991243,-2.0503127991556074
201,8727,0,0,1.0727726413806842,1.0793692086891034
202,2798,0,2,2.874447227500073,-0.1786942638745413
